slug,pays,theme,rubrique,date_statut,statut_publication,hashtags,mots_cles
"maroc-lifestyle-villes-creation-et-art-de-vivre-les-nouveaux-marqueurs-d-influence","Maroc","Lifestyle","Lifestyle","2026-05-04","published","#Maroc #Lifestyle #Casablanca #Marrakech","Maroc; lifestyle; art de vivre"
