slug,pays,theme,rubrique,date_statut,statut_publication,hashtags,mots_cles
"kenya-tech-nairobi-confirme-son-role-de-pole-numerique-de-reference-en-afrique","Kenya","Tech","Tech","2026-05-04","published","#Kenya #Nairobi #Tech #Fintech","Kenya; Nairobi; tech; innovation"
